	TCGA-H6-A45N-11A-12R-A26U-07	TCGA-H6-8124-11A-01R-2404-07	TCGA-YB-A89D-11A-11R-A36G-07	TCGA-HV-A5A3-11A-11R-A26U-07
LCE2C	0.1515	0	0	0
AC091057.5	0	0.0252	0.0295	0
KRTAP10-3	0	0.0574	0	0
OR10A3	0.0351	0	0.0256	0
OR7G2	0.0607	0	0	0
SPINT3	0	0	0	0
TMEM225	0.0815	0.0506	0	0
VCX2	0	0	0	0
MIP	0.0262	0	0.0191	0.0234
GMCL2	0	0.0202	0	0
OR2L3	0.1905	0.0197	0	0
LY6G6F	0.3636	0	0	0
CTXN3	0	0	0	0
OR3A3	0.0488	0.0152	0.0178	0
TRIM43B	0	0	0	0.0566
AC027796.3	0.0391	0	0.0428	0
SLX1A	0	0	0	0.0336
AMY1C	0	0	0	0
AL031847.1	0	0	0	0
AC004997.1	0.0452	0.0281	0	0
OPN5	0.0366	0	0	0.0164
OR8D4	0	0.0364	0	0
SPATA31E1	0	0	0	0.0376
SMIM11A	0.0707	0.0146	0.0086	0.0316
RGS21	0	0	0	0
POTEG	0	0	0.027	0
CCDC168	0.0217	0.0135	0.0095	0.0233
HES3	0	0	0	0
GOLGA6B	0.0416	0	0	0.0373
RIMBP3B	0.0609	0.0473	0	0
ADAM7	0.0207	0	0	0.0928
CCDC105	0	0	0	0.0474
GFRAL	0.0487	0	0.1064	0
FO393400.1	0	0.0123	0.0432	0.0177
OR4E1	0	0	0	0
OCM2	0.1116	0	0	0
PRG3	0.107	0	0	0
TEX13D	0.1733	0	0	0
VAX1	0.0161	0	0.0117	0
C1orf167	0.0715	0	0.0104	0
AC138894.1	0.0222	0	0	0
PPIAL4F	0	0.1472	0	0
OR1L3	0.0832	0	0	0
CDH7	0.0384	0	0.0047	0
CCDC172	0	0.2959	0	0.0947
KRTAP1-4	0	0	0	0
FAM205C	0	0	0	0.0613
TAS2R41	0.2013	0	0	0
IL1F10	0	0	0	0
C1orf232	0	0	0	0
FSHR	0.0589	0.0366	0.0215	0
PRDM14	0.0785	0.0244	0	0
EFCAB3	0	0	0	0.027
LACRT	0	0	0	0
ASZ1	0.0305	0.0758	0.0222	0.0819
KRTAP9-1	0	0	0	0
TEX37	0	0	0	0
GUCY2F	0.0499	0.031	0.0546	0
PADI6	0.2717	0.0482	0.0849	0
TEX36	0	0	0	0
SPACA7	0.0863	0	0	0
PPP3R2	0.1088	0	0.0397	0
DBX1	0.0749	0	0	0
OR1G1	0	0.0579	0	0
OR6N1	0	0	0.0497	0.061
OR2S2	0.0888	0	0	0
CCDC197	0.0344	0.0214	0	0
ARL2-SNX15	0	0	0.085	0
CDC14C	0	0.0185	0	0.0267
GFRA4	0	0.037	0	0
H3Y1	0	0	0	0
TCAF2C	0.0722	0.0897	0	0
C8orf44-SGK3	0.0626	0	0	0.028
OOSP4A	0	0	0	0.1442
LRIT2	0.2434	0	0	0
KRT35	0.3138	0	0	0
OR9I1	0.0292	0.0907	0	0.0523
TAS2R40	0.0892	0	0	0
FAM240B	0.2027	0	0	0.0605
HELT	0.6771	0	0	0
GSTA5	0	0	0	0
FEZF2	0.0417	0	0	0
TBX22	0.0349	0	0	0
TRIML1	0.0445	0	0	0
IQCA1L	0	0	0.048	0
TAF1L	0.0598	0.0279	0	0
SLC22A25	0.0496	0	0	0
OR2C3	0.0437	0.0068	0.0319	0
NLRP13	0.2078	0	0	0
OR13D1	0.168	0	0	0
OR2A5	0.0214	0.0133	0	0
SPACA5B	0.1563	0	0	0
KRTAP12-1	0.1581	0	0.1153	0
FAM9A	0	0	0	0
CABS1	0	0	0	0
HSD17B3	0	0	0	0
KRTAP21-1	0	0	0	0
AC008763.2	0	0.0423	0	0
FRG2B	0.0887	0	0	0
PAPOLB	0.0217	0.0135	0	0
DYNAP	0.5657	0	0	0
CCDC201	0.0499	0	0	0
EDDM3B	0	0	0	0
ALX3	0	0	0	0
PRR27	0.0176	0	0	0.0472
GSC2	0	0	0.0517	0
OR10A4	0	0	0	0
ACTL9	0	0	0.0486	0
LALBA	0	0	0	0
C1orf185	0	0	0	0
AC010547.4	0.1032	0.0128	0.015	0.0185
OR2H1	0.0752	0.0312	0	0.0449
TDRD15	0.3497	0	0.0094	0.0116
HTN3	0	0	0	0
DUX4	0	0	0	0.0818
AC104472.3	0.0248	0.0154	0	0
KRTAP11-1	0.2977	0	0	0
OR8S1	0.0822	0	0	0
C10orf53	0.0481	0.01	0	0
AC069368.1	0	0	0	0
DDI1	0	0	0	0
TAAR6	0	0	0	0
OR7A17	0	0	0	0.0443
AC008575.1	0.134	0.0832	0	0
MAGEA9B	0.0484	0	0	0
IFNA8	0	0	0	0
TRIM51GP	0	0	0	0
CST9L	0.402	0	0	0
USP26	0	0	0.0164	0
MCHR2	0	0	0	0
OR10A6	0.0152	0.0284	0	0.0136
KRTAP12-3	0	0	0	0
TGM7	0	0	0.029	0.107
CLRN1	0	0	0.0202	0.0497
EPPIN	0.0149	0	0.0109	0.0133
KRTAP10-12	0.4261	0	0	0
AC073610.2	0	0	0	0
SCN1A	0.0148	0.0092	0.0108	0.0044
LRRC72	0.0645	0.0401	0	0
OR52B4	0	0	0	0
MUC22	0	0	0	0
C1orf68	0	0	0	0
OR6C4	0	0	0	0
OR5P2	0	0.054	0	0
DNMT3L	0.1501	0	0	0
PCDH11Y	0.008	0	0.0058	0
LY6G6E	0.0842	0	0	0
NDUFC2-KCTD14	0	0	0	0
TBR1	0.0594	0.0123	0.0144	0
NOX3	0.0939	0	0	0
CATSPERZ	0	0	0	0
OR52K2	0.0872	0.0541	0	0
OTUD6A	0.054	0	0	0
GPRC6A	0	0	0.0233	0
IZUMO3	0	0	0	0
SMCP	0	0	0	0
NEU2	0	0	0	0
OR56A5	0	0	0	0
NPBWR2	0.0688	0	0	0
OR13C2	0	0	0	0
CT45A1	0.2105	0	0	0
GPR151	0	0	0	0
KRTAP5-3	0.3103	0	0	0
SCGB1D4	0	0	0	0
AC008764.4	0.1571	0	0	0
AC027644.4	0	0	0	0
OTOP1	0.0469	0	0.0342	0
TMPRSS11B	0	0	0	0
AC091167.7	0	0	0	0
WFDC6	0	0	0	0
ARGFX	0.1106	0	0.0134	0
TCHHL1	0.0258	0.016	0	0
CALHM4	0	0	0	0
NKX2-4	0	0	0	0
CELF6	0.0514	0	0	0
TAAR5	0.0917	0	0	0.0821
OR51B2	0	0	0	0
AL359736.1	0	0.0139	0.0163	0.02
WDR83OS	0.1304	0	0	0
AP001267.5	0	0.009	0.0105	0.0258
AC073082.1	0	0	0	0
AC113348.2	0	0	0	0
XIRP2	0.0697	0	0.0051	0
TFAP2D	0	0	0	0.0378
DUSP21	0	0	0.0781	0
LYZL2	0	0	0	0
CLDN17	0	0	0	0
SLC24A5	0.0195	0.0121	0	0
OR2F1	0	0.0113	0	0.0163
NLRP5	0.0456	0	0	0.0204
FAM71E2	0	0.0176	0	0
KRTAP4-12	0.0852	0	0	0
AC020765.6	0.0477	0	0.0174	0.0214
PLSCR5	0.0435	0	0.0634	0
KRT82	0.211	0	0	0.0315
ANKRD30BL	0.1128	0	0	0.0168
TXNDC8	0.1278	0	0.0311	0
GALNTL5	0.028	0	0	0.0251
AC008878.1	0	0	0	0
KRTAP20-4	0	0	0	0
IL3	0	0	0	0
BMP15	0	0.0458	0	0
ASB18	0.0502	0.0104	0	0.015
PRAMEF17	0.1179	0	0	0
RD3L	0.064	0.0397	0	0
CYP3A7-CYP3A51P	0	0	0	0
RAG2	0.0266	0.0165	0	0
SIX6	0	0	0.0262	0
MRGPRG	0	0	0	0
TLE7	0.2598	0	0	0
DEFB133	0	0	0	0
FAM24A	0	0	0	0
RHOXF2	0	0	0	0
PRR23A	0.1209	0	0	0
IQCF2	0.4345	0	0	0
TFDP3	0.0549	0	0	0
CU639417.1	0	0	0	0
SIGLECL1	0	0.0246	0	0
ZNF729	0.0726	0.0451	0.0176	0
RS1	0.1506	0	0	0
CCDC103	0	0	0.0348	0
SMR3B	0.1345	0	0	0
TMEM265	0	0	0.0822	0.0505
OR1L6	0	0	0	0
C2orf78	0	0	0	0
SCYGR5	0	0	0	0
OR2A4	0	0	0	0
GYPB	0.0488	0	0	0.0436
ACTRT1	0	0	0	0
DEFB105A	0	0	0	0
PPIAL4E	0	0	0	0
GSX1	0.102	0	0	0
AC005520.1	0.0755	0	0	0
KRTAP1-3	0.0938	0.0583	0	0
USP17L1	0	0.0725	0	0
HBG2	0	0	0.1612	0
PYDC2	0	0	0	0
SYCP1	0	0	0.0317	0
KRTAP10-1	0	0	0	0
LY6G6D	0	0	0	0
ZNRF4	0	0	0.0471	0
TBC1D3H	0	0	0	0
KRTAP6-1	0.186	0	0	0
TBC1D26	0	0.0101	0	0
GLT6D1	0	0	0	0.0543
OR13H1	0	0	0	0
DSPP	0	0	0.0157	0
GAB4	0.0456	0	0	0
MSGN1	0	0	0.0506	0
PATE3	0.0704	0	0	0
OR2M4	0.0627	0	0	0.014
PRKACG	0	0	0	0
OR56A3	0.0192	0	0	0
OR14K1	0	0.0611	0	0
OR2AG1	0.0665	0	0	0
PSG1	0.075	0.0466	0	0.0839
OR4D6	0	0	0	0
NKX1-1	0	0	0	0
PDYN	0	0.0164	0.077	0.0472
OR52K1	0.017	0	0	0
C20orf173	0.1283	0	0	0
AC131160.1	0.0304	0	0	0.0272
DAZ2	0	0	0	0
SCYGR1	0	0	0	0
ADIG	0	0	0	0
NBPF19	0.0068	0.0168	0.0148	0.0121
KRT38	0.0346	0.0429	0	0
KRTAP12-4	0.208	0	0	0
GPR32	0	0	0	0
KRTAP21-3	0	0	0	0
ATP1B4	0.0195	0	0	0.0174
MINAR2	0	0	0	0
DEFB116	0	0	0	0
RGSL1	0.0205	0	0	0.0092
OR7D4	0.056	0	0	0.0167
RGPD5	0.0262	0.0163	0	0.0059
OR4N2	0.0754	0	0	0
OR11A1	0.0315	0	0	0.0564
GOLGA8G	0	0	0	0
FRG2	0	0	0	0
KRTAP12-2	0.1258	0	0	0
ZNF804B	0.016	0.0198	0	0.0286
DDT	0	0	0	0
OR4D5	0	0.0528	0	0.152
KRT28	0.055	0	0	0
TNP2	0.1041	0	0	0
MRGPRX4	0	0	0	0
AC010132.3	0	0	0.0173	0
TMEM275	0.0569	0	0	0
GH2	0	0	0	0
TNP1	0	0	0	0
ZNF883	0	0	0	0
KCNG4	0.0568	0.0088	0	0
DCAF4L2	0	0	0	0
FUT5	0	0	0	0
KRTAP20-2	0	0	0	0
AS3MT	0	0	0	0
OTX2	0.055	0	0	0
H3C15	0	0	0	0
LCE2B	0	0	0	0
NLRP8	0.0946	0	0	0
OR10W1	0.1266	0	0	0
OPALIN	0	0	0.0525	0
AC011511.4	0.1005	0	0	0
OR10P1	0	0	0	0
MAGEB6	0	0	0	0
KRTAP19-1	0	0	0	0
RGPD6	0.007	0.0087	0.0102	0.0063
AL133500.1	0	0.0293	0	0
ZCCHC13	0.2175	0	0	0
AL590132.1	0	0.0124	0	0
OR10G3	0.0704	0	0	0
TMEM239	0.0239	0	0	0
AC004593.2	0.0368	0	0.0134	0
KRTAP10-6	0.0751	0	0	0
GSG1L2	0.2109	0	0	0.0944
TGM6	0.1213	0	0	0
SPZ1	0	0	0	0
OR2L2	0.1913	0	0	0.019
EVX2	0.0221	0	0	0
AC013489.1	0	0	0	0
AMIGO3	0	0	0	0
NYX	0.0302	0	0.044	0
BSPH1	0.1422	0	0	0.1273
GJA10	0.0772	0	0	0
ADAD1	0.1378	0	0	0
OR4F21	0	0	0	0
SMIM21	0.0464	0.0288	0.0169	0
SEPTIN14	0	0	0	0
HTR3D	0.0899	0	0	0
ZIM3	0	0	0	0
KRTAP8-1	0	0	0	0
OR4E2	0	0	0	0
ANKRD20A2P	0	0	0.0462	0
ACTL7A	0	0	0	0
LELP1	0	0	0	0.1553
ASDURF	0	0	0	0
OR2L5	0.1149	0	0	0
PASD1	0.0213	0.0132	0.0155	0
ARMCX5-GPRASP2	0	0	0	0
HNRNPCL3	0	0	0	0
AC002456.2	0	0	0	0
AL033529.1	0.054	0	0	0
LCE1B	0	0	0	0
ZP4	0.0376	0	0	0
OR7E24	0	0	0	0
IFNA2	0	0.101	0	0.0728
DEFB115	0	0	0	0
GH1	0.0777	0	0	0
IQCJ	0.0317	0	0.0231	0
CDH9	0.0663	0	0	0
MICOS10-NBL1	0	0	0	0
FOXR2	0	0	0	0
TPRX1	0.1344	0	0	0
KRTAP4-11	0	0	0.0568	0
CPXCR1	0	0	0	0
KRTAP22-2	0	0	0	0
OR10G7	0.027	0.0168	0	0
AC011455.2	0	0.0294	0	0
CABP2	0.1875	0	0	0
IFNA13	0.0604	0.0375	0	0
ARPC4-TTLL3	0.0336	0	0	0
ETDB	0	0	0	0
OR2V1	0.0668	0	0	0
LCE6A	0.2906	0	0	0
KCNK4	0	0	0.0258	0
MYOD1	0.0516	0	0.0376	0
DMRTC1	0	0	0	0
AC144573.1	0	0	0	0
CRYGA	0	0	0	0
AL353572.3	0.1388	0	0	0
AC026316.4	0	0	0	0
DYTN	0.0667	0.0207	0	0
OR2AJ1	0.1986	0	0	0.0444
OR2T3	0.0972	0	0	0
FAM71C	0	0	0	0
OR5P3	0.0779	0	0	0
KRTAP19-5	0	0	0	0
FAM236C	0.2008	0	0	0
TGM3	0.0345	0	0.0252	0
AC005832.4	0	0	0	0
IFNA14	0	0	0	0
PRAMEF12	0.0322	0.02	0	0
UBQLN3	0.1156	0	0	0
TBC1D3C	0	0	0	0.0403
TMEM174	0.0528	0	0	0
IFNA6	0.1205	0	0	0.0539
C4orf17	0.0286	0	0	0
FP565260.4	0	0	0	0
KRTAP6-3	0.2924	0	0	0
SMIM11B	0	0	0	0.0385
OR11H2	0	0	0	0
GAGE13	0	0	0	0
NOBOX	0.176	0	0	0
LCE2D	0.1488	0	0	0
DEFB127	0	0	0	0
AC037459.1	0	0	0	0
AC004805.1	0.0575	0	0	0
AC020922.1	0	0	0	0
DEFB113	0	0	0	0
TGIF2LX	0	0	0	0
ZNF716	0.1249	0.0111	0	0.016
OR52L1	0	0	0	0
SKOR2	0	0	0	0
GOLGA8J	0.0342	0	0	0
GOLGA6C	0.0447	0	0	0
PMIS2	0	0	0	0
KRTAP4-2	0	0	0	0
OR10A5	0	0	0	0
HSFX3	0	0	0	0
TAAR8	0.0904	0	0	0
CSH2	0.053	0	0	0
POTEH	0.0406	0	0	0
OR52I2	0	0.0087	0	0
PRR30	0.0926	0	0	0
OR11G2	0	0.0128	0	0
OR4F6	0.1502	0	0	0
DEFB121	0.1606	0	0	0
OR2T4	0	0	0	0
SPAG11B	0.1414	0	0	0
GYPA	0	0	0	0
TAF11L2	0	0	0	0
SCYGR7	0	0	0	0
AL445524.2	0.0252	0	0	0
CSNKA2IP	0	0.0174	0	0
AL031315.1	0	0	0	0
UNCX	0.0445	0	0	0
AC091167.2	0	0	0	0
S100A7L2	0	0	0	0
AC105052.3	0	0	0	0
UGT2A1	0.0237	0	0	0
PATE1	0.0394	0	0	0
TBC1D3I	0	0	0	0
OR2D3	0.0869	0	0	0
OR1L4	0	0.0617	0	0
OR9A2	0.0896	0	0	0
AL365232.1	0	0	0	0
OR4A47	0	0	0	0
CTRL	0	0	0	0
TEX13A	0.1331	0	0	0
BPIFB3	0.064	0	0	0
GAGE1	0	0	0	0
TSGA13	0	0	0	0
SPANXN1	0	0	0	0
CDCP2	0.0576	0	0	0
OR52R1	0	0	0	0
OR10K1	0.0473	0	0	0
AC017083.3	0.0807	0	0	0
OR51C1P	0.0644	0	0	0
CT45A10	0	0.0571	0	0
AC020915.4	0.0707	0	0	0
KRTAP10-4	0.0431	0	0	0
AC093155.3	0.0462	0	0	0
ZC2HC1B	0.1735	0	0	0
FSCB	0	0	0	0
H3Y2	0.0838	0	0	0
OR2AT4	0.0211	0	0	0
OR1A1	0.0405	0	0.0098	0.0121
ANKRD60	0	0	0	0
ZIC3	0	0	0	0
OR10K2	0.0615	0	0	0
OR2AP1	0.0601	0.0373	0	0
PRR23C	0.0666	0	0	0
AADACL3	0.0459	0	0	0
LY6G6F-LY6G6D	0	0	0	0
AL354761.1	0.0507	0	0	0.0454
OR2Z1	0	0	0	0
TAF11L12	0.1709	0	0	0
OR2Y1	0.0879	0	0	0
LCN9	0	0	0	0
CRYAA	0	0	0	0
CRYAA2	0	0.0348	0	0
APOC4	0	0	0	0
OOSP2	0	0	0	0
CYLC2	0.0409	0	0	0
PRAMEF2	0	0	0	0
AC007846.2	0	0	0	0
MTRNR2L7	0	0	0	0
KRTAP10-11	0.2255	0	0	0
CXorf49B	0	0	0	0
PRPS1L1	0	0	0	0.0773
OR2T2	0.0527	0	0	0
SPANXN4	0.1488	0	0	0
OR6B3	0	0	0	0
OR2F2	0	0	0	0
OR5K1	0.0262	0	0	0
OR10G9	0	0	0	0
XAGE1B	0	0	0	0
KRTAP9-6	0	0	0	0
PRM2	0	0	0	0
SSU72P8	0	0	0	0
GYS2	0	0	0.0211	0
OR8A1	0	0	0	0
OR6C70	0	0	0	0
MDFIC2	0.0299	0	0	0
OR5A1	0.0324	0	0	0
FAM236A	0	0	0	0.179
KRTAP19-4	0	0	0	0
OR51M1	0.0227	0	0	0
MAGEB18	0.0513	0	0	0
OR2G6	0.09	0.0186	0	0
BHLHE23	0	0	0	0
OR10T2	0.1968	0	0	0
TAS2R7	0	0	0	0
LRRC30	0.1007	0	0	0
OR2AK2	0	0	0	0
SUN5	0.1891	0	0	0
KRTAP13-1	0.1174	0	0	0
MAGEB16	0.0936	0	0	0
HHLA1	0.0454	0	0	0.0135
OR56A4	0.0946	0	0	0
EPPIN-WFDC6	0	0	0	0
OR1D5	0	0	0	0
LEUTX	0	0	0	0
MINDY4B	0	0	0	0.0353
TMEM247	0.1368	0	0	0
TOPAZ1	0	0	0	0
OR6B1	0.0537	0	0	0
OR4D9	0.0296	0	0	0.0398
PRAMEF8	0.048	0	0	0
OR5AP2	0.0924	0	0	0.0827
OR6F1	0	0.0328	0	0
LCE4A	0.1384	0	0	0
OR4D11	0	0	0	0
OR51A7	0	0	0	0.1139
SLC6A5	0.0134	0	0.0098	0
AC008763.4	0	0	0	0
NEUROG1	0	0	0	0
AC010197.2	0	0	0	0
KRTAP4-7	0.0937	0	0	0
KIF2B	0.2461	0	0	0
PRAMEF20	0.1238	0	0	0
AC012213.5	0	0	0	0
OR1E2	0	0	0	0
AC112229.3	0	0	0	0.026
NPHP3-ACAD11	0	0	0	0
SSX7	0.1388	0	0	0
OR10H3	0.1807	0	0	0
GOLGA8F	0	0	0.012	0
FAM246A	0.133	0	0	0
BPIFA3	0	0	0	0
TAS2R39	0.0914	0	0	0
OR1A2	0	0	0	0
TEX47	0	0	0	0
DNAJB8	0.0765	0	0	0
OR51F2	0.1637	0	0	0
OR13F1	0.0969	0	0	0
OR51Q1	0	0	0	0
PRM3	0	0	0	0
PAGE3	0	0	0	0
AL365214.2	0	0.0382	0	0
OR4K2	0.0321	0	0	0
OR6V1	0.0905	0	0	0
BOD1L2	0.028	0	0	0
AC098588.2	0	0	0	0
SPPL2C	0.0425	0	0	0
CCER1	0.086	0	0	0
OR4K14	0.0747	0	0	0
AL772284.1	0	0	0	0
KRTAP20-1	0	0	0	0
LCE3B	0	0	0	0
KRTAP23-1	0.4471	0	0	0
OR52J3	0	0	0	0
SPO11	0.051	0	0	0
KRTAP4-16	0	0	0	0
ZNF722P	0	0	0	0
RNASE9	0	0	0	0
MS4A5	0	0	0	0
TPD52L3	0.0268	0.0167	0	0
OR2G2	0	0	0	0
GAGE12J	0	0	0	0
DAOA	0	0	0	0.0363
OR9G1	0.0515	0	0	0
ZNF679	0.0593	0	0	0
OR51B6	0	0	0	0
IFNA4	0	0	0	0
NXF2	0	0	0	0
PDHA2	0.1356	0.0421	0	0
GPR101	0.0116	0	0.0084	0
FSHB	0	0	0	0
AC098484.3	0	0	0	0
OTOL1	0.1297	0	0.0473	0
FNDC9	0.0415	0	0	0
OR52A1	0.0095	0	0	0
OR10G6	0	0	0	0
OR51D1	0.1027	0	0	0
OR51I2	0.0282	0	0	0
KRT26	0.0537	0	0	0
OR14A16	0	0	0	0
AC007192.1	0	0	0	0
CBLL2	0.1201	0	0	0
TCP11X1	0	0	0	0
OR14J1	0.0144	0.0089	0	0.0385
OR52E5	0.0414	0	0	0
TRIM51	0.0508	0	0	0
GPX5	0.0454	0	0	0
AC024598.1	0	0	0	0
DEFB128	0	0	0	0
CCT8L2	0	0	0.0329	0
OR2J3	0	0	0	0
CENPVL2	0	0	0	0
PSG11	0.0372	0	0	0
KRTAP26-1	0.078	0	0	0
LINC02210-CRHR1	0	0	0	0
OR11L1	0	0	0	0
LRIT1	0.0779	0	0	0
OR2V2	0	0.0121	0	0
OR13C8	0.1931	0	0	0
PSKH2	0.0642	0	0	0
KRTAP4-8	0	0	0	0
OR5L2	0	0	0	0
KRTAP13-4	0	0	0	0
OR2J2	0.0343	0	0	0
DEFB125	0	0	0	0
GABRA6	0.0259	0	0	0
CTAG1A	0	0	0	0
GDF2	0	0	0	0
ANKRD20A3P	0.0504	0	0	0
HNRNPCL4	0	0	0	0
SPEM3	0.0252	0	0	0
OR1L1	0	0	0	0
SLC35G4	0	0	0	0
TEX51	0	0	0	0
CNGA2	0.0328	0.0204	0	0
OR6C65	0.0864	0	0	0
MBD3L2B	0.1104	0	0	0
FAM71A	0	0	0.0295	0
TRIM42	0	0	0.027	0
GK2	0	0	0	0
PPP1R3A	0.0201	0	0	0
KLK9	0	0	0	0
LRRC10	0	0	0	0
OR5AU1	0.0111	0	0	0
ANHX	0	0	0	0
DAZ4	0	0	0.0156	0
OR2T11	0.0247	0	0.018	0
OR52E6	0	0	0	0
TEX50	0.1145	0	0	0
OR6C68	0	0	0	0
OR4Q3	0	0	0	0
AC138647.1	0	0	0	0
TBC1D28	0.0224	0	0	0
POTEC	0.0261	0.0081	0	0
OR13G1	0.0362	0.0225	0	0
OR6K2	0.2861	0	0	0
AC073585.1	0	0	0	0
DCAF8L2	0.0627	0.013	0	0
OR2M2	0.0757	0	0	0
OR2T34	0	0	0	0
OR10S1	0.083	0	0	0
SPECC1L-ADORA2A	0	0	0	0
KRTAP4-9	0	0	0	0
SLC22A8	0.0109	0	0.0079	0
OR7A10	0.0503	0	0	0
MAGEA9	0	0	0	0
KRTAP10-5	0	0	0	0
CNPY1	0.0257	0	0	0
KRTAP19-6	0	0	0	0
OR51L1	0.0127	0	0	0
AL445238.1	0	0	0	0
RBMXL3	0.0538	0	0.0196	0
USP29	0.0239	0	0	0
LGALS16	0	0	0	0
FAM47B	0.0439	0	0	0
AC117457.1	0	0	0	0
SCYGR3	0	0	0	0
TRIM49C	0	0	0	0.0385
OR6K6	0	0	0	0
FTMT	0	0	0	0
OR6Q1	0	0	0	0
OR10Z1	0.0441	0	0.0107	0
TAS2R16	0	0	0	0
CGB1	0	0	0	0
TPTEP2-CSNK1E	0	0	0	0
OR13C9	0	0	0	0
KRTAP4-3	0.0938	0	0	0
KRTAP22-1	0.3142	0	0	0
KCNK18	0	0	0	0
PRAMEF7	0	0	0	0
OR8G1	0.0184	0	0.0134	0
GAGE2E	0	0	0	0
OR6B2	0	0	0	0
OR4K13	0.0156	0	0	0
TAF11L14	0	0	0	0
HMGB4	0	0	0	0.0325
SPACA1	0	0	0	0
PRAMEF1	0	0	0	0
OR7C2	0.0969	0	0	0
AC091959.1	0	0	0	0
AC008012.1	0.0541	0	0	0
GJE1	0	0	0	0
ADAM30	0	0	0	0
MS4A13	0.071	0	0	0
IFNA17	0	0	0	0
MAGEB10	0.0476	0	0	0
OR6C6	0.0611	0	0	0
TSSK1B	0	0	0	0
NPVF	0.1563	0	0	0
MRPL53	0	0	0	0
SCP2D1	0	0	0	0
OR4C5	0.1896	0	0	0
ZNF735	0.0592	0	0	0
OR2B3	0	0	0	0.0753
LACTBL1	0	0	0	0
ZNF705G	0.0255	0	0	0
AC236972.4	0.015	0	0	0
CLEC4G	0	0	0	0
OR4D2	0.0446	0	0	0
TEX28	0.0499	0	0	0
DEFB105B	0	0	0	0
OR52E2	0	0	0	0
AC074143.1	0	0	0	0
UBTFL1	0	0	0	0
AC129492.3	0	0	0	0
ACTRT2	0	0	0	0
FAM47A	0.0363	0.0226	0	0
OR6C75	0.0204	0	0	0.0364
PRR23B	0.1471	0	0	0
TRIM60	0	0.0192	0	0
PSG6	0.0181	0	0	0
AC140504.1	0	0	0	0
SLC22A24	0.0746	0	0	0
TMEM202	0	0	0	0
TSPY2	0	0	0	0
OR9G4	0.0357	0	0	0
DEFB110	0	0	0	0
GOLGA6L6	0	0	0	0.0207
CXorf66	0.0727	0	0	0
TGIF2LY	0	0	0	0
OR51T1	0	0	0	0
OR2M5	0	0	0	0
KDM4F	0	0	0	0.0434
OR4D10	0	0	0	0
OR5BS1P	0	0	0	0
KRTAP27-1	0	0	0	0
OR51A4	0	0	0	0
MGAT4D	0.0166	0	0	0
GOLGA6D	0	0	0	0
OR2T6	0	0	0	0
TRIM48	0	0	0	0
OR2T35	0.0314	0	0	0
DEFB114	0	0	0	0
IFNA7	0	0	0	0
AL132671.2	0	0	0	0
OR13C4	0	0	0	0
AC231656.1	0.2198	0	0	0
PPP4R3C	0	0	0	0
CXorf49	0	0	0	0
F8A2	0	0	0	0
AC008764.1	0	0	0	0
OR5AN1	0.0219	0	0	0
OR5W2	0	0	0	0
FAM90A10P	0	0	0	0
MAGEA2B	0	0	0	0
AC104532.1	0	0	0	0
OR8B12	0.0433	0	0.0316	0
IFNA10	0	0	0	0
AL049844.3	0	0	0	0
OR1D2	0.0571	0	0	0
OR2G3	0	0	0	0
OR12D3	0.0498	0	0	0
SPAG11A	0	0	0	0
MOS	0	0	0	0
SSU72P7	0	0	0	0
PRAMEF10	0	0	0	0
FAM246B	0	0	0	0
CRHR1	0	0	0	0
KRTAP4-5	0	0	0	0
OR2T29	0.0353	0	0	0
FAM236D	0.2008	0	0	0
MAGEB4	0	0	0	0
KRTAP15-1	0.1386	0	0	0
OR4S1	0	0	0	0
OR10H4	0.0605	0	0	0
SPATA31D1	0.018	0	0	0
TRIM49B	0.043	0	0	0
DNAJC25-GNG10	0	0	0	0
MAGEA2	0	0	0	0
PSG7	0.0386	0	0	0
MBD3L3	0	0	0	0
PRAMEF18	0.045	0	0	0
HBE1	0	0	0	0
PDCD6-AHRR	0.0158	0	0	0
AP002512.3	0.0597	0.0124	0	0
CT47B1	0	0	0	0
RHOXF2B	0	0	0	0
OR10D3	0	0	0	0
OR6C76	0	0	0	0
OR5V1	0.0312	0	0	0
PRAMEF11	0.0504	0	0	0
AC020636.2	0	0	0	0
C18orf63	0.0364	0.0113	0	0
LIMS3	0	0	0	0
OR4B1	0.1	0	0	0
AC004223.3	0	0	0	0
OR10J1	0	0	0	0
PPAN-P2RY11	0	0	0	0
OR8B2	0.1761	0	0	0
OR2M3	0.0094	0.0058	0	0
OR51F1	0.0969	0	0	0
AC015688.4	0	0	0	0
NEUROD6	0	0	0.0346	0
OR10A7	0	0	0	0
OR5T2	0	0	0	0
OR10G8	0	0	0	0
OR8B8	0.0234	0.0145	0	0
OR10V1	0	0	0	0
MAGEB3	0.0403	0	0	0
GOLGA6L22	0.0211	0	0	0
KRTAP10-9	0	0	0	0
SSX4B	0	0	0	0
LIMS4	0	0.0226	0	0
OR4X2	0	0	0	0
SULT1A4	0	0	0	0
CDX4	0.0614	0	0	0
OR4A16	0	0	0	0
KRTAP10-8	0	0	0	0
AL121899.2	0	0.0202	0	0
OR8D1	0.0109	0	0	0
MAGEB6B	0	0	0	0
GPR139	0.0377	0	0	0
SSU72P2	0.159	0	0	0
OR10J5	0	0	0	0
OR2M7	0	0	0	0
AC079594.1	0	0	0	0
OR8K3	0.0763	0	0	0
